passID,timestamp,stationRef,vehicleRef,charge,stationID,vehicleID,providerAbbr
RTW0770645;20/7/2020 16:03;EG02;EC02LZC49528;2.8;EG02;EC02LZC49528;EG
TJE3667979;20/7/2020 16:31;AO14;QR03XCJ37459;2.8;AO14;QR03XCJ37459;OO
NIJ4693463;20/7/2020 17:16;NE15;PD45WOT56494;2.0;NE15;PD45WOT56494;NE
XVK6850153;20/7/2020 19:09;KO03;WY00MLL63827;1.0;KO03;WY00MLL63827;KO
PTQ4999681;20/7/2020 19:09;EG07;CR31GMR97972;1.5;EG07;CR31GMR97972;EG
NGE9657102;20/7/2020 19:31;KO07;UO75YNW62238;2.5;KO07;UO75YNW62238;KO
SXO3969912;20/7/2020 20:39;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
LCP1180015;20/7/2020 21:37;NE00;ZY93PCY41868;2.0;NE00;ZY93PCY41868;KO
DQD8776243;20/7/2020 21:42;OO05;IC95TLY24827;2.0;OO05;IC95TLY24827;OO
DWA2166077;20/7/2020 21:46;NE13;EG95RTB75032;2.8;NE13;EG95RTB75032;NE
NTY9387585;20/7/2020 22:31;AO06;HT62RDI04611;2.8;AO06;HT62RDI04611;AO
RZF7891764;20/7/2020 23:13;AO16;BM25PHF40639;13.0;AO16;BM25PHF40639;AO
TQY5294418;21/7/2020 0:10;GF00;QN12NTR81378;2.8;GF00;QN12NTR81378;GF
HRW5746690;21/7/2020 0:10;EG08;HT62RDI04611;1.5;EG08;HT62RDI04611;AO
RGC0801606;21/7/2020 0:16;MR08;KW50MJG67260;1.5;MR08;KW50MJG67260;GF
HXA8304698;21/7/2020 1:06;AO05;SU00RDZ36214;2.8;AO05;SU00RDZ36214;AO
WEH3424268;21/7/2020 1:22;GF00;BY85QGR11636;2.5;GF00;BY85QGR11636;GF
GEV0382853;21/7/2020 2:17;MR06;EZ65FLV39493;2.8;MR06;EZ65FLV39493;MR
GQK7542090;21/7/2020 2:46;OO06;AY38OQF67603;2.8;OO06;AY38OQF67603;OO
XFM0773849;21/7/2020 4:18;MR07;KF48RSD79865;2.8;MR07;KF48RSD79865;MR
UEK1573405;21/7/2020 4:30;EG02;MU06LHX94338;1.5;EG02;MU06LHX94338;EG
IMK3235026;21/7/2020 4:57;AO06;RK48BOP88344;2.8;AO06;RK48BOP88344;OO
GKI0581506;21/7/2020 4:59;OO05;QR03XCJ37459;2.8;OO05;QR03XCJ37459;OO
QIN8931624;21/7/2020 5:21;NE16;PM58XHX45588;1.5;NE16;PM58XHX45588;NE
PLS5007461;21/7/2020 7:07;MR01;QO68DIC93032;2.5;MR01;QO68DIC93032;MR
MXF0201323;21/7/2020 7:32;OO12;RK48BOP88344;2.8;OO12;RK48BOP88344;OO
YSC1021608;21/7/2020 7:35;KO06;RV87TIY76692;2.5;KO06;RV87TIY76692;KO
WZY1804689;21/7/2020 7:47;OO13;RK48BOP88344;2.8;OO13;RK48BOP88344;OO
TMY8823846;21/7/2020 9:25;KO04;UO75YNW62238;2.8;KO04;UO75YNW62238;KO
NKS9131121;21/7/2020 9:28;OO03;IC95TLY24827;2.0;OO03;IC95TLY24827;OO
LLB2686951;21/7/2020 10:33;GF00;MA30QLI76818;2.5;GF00;MA30QLI76818;GF
BKN4220644;21/7/2020 13:15;KO04;RV87TIY76692;2.5;KO04;RV87TIY76692;KO
ZWB6553791;21/7/2020 13:59;NE02;QP02SYE47964;2.8;NE02;QP02SYE47964;NE
UWS1928483;21/7/2020 14:44;NE10;JV67MTI17124;2.5;NE10;JV67MTI17124;NE
OVO8106722;21/7/2020 15:24;OO00;IC95TLY24827;2.0;OO00;IC95TLY24827;OO
PAC9181326;21/7/2020 15:45;EG01;MU06LHX94338;1.5;EG01;MU06LHX94338;EG
FQQ5246580;21/7/2020 16:08;GF00;LM86GYO69819;2.8;GF00;LM86GYO69819;GF
APV5487333;21/7/2020 17:21;AO08;MX39VOS38645;2.8;AO08;MX39VOS38645;AO
GPP4419226;21/7/2020 17:47;KO02;KB55KTM48860;2.5;KO02;KB55KTM48860;KO
IZS9746467;21/7/2020 18:19;OO09;IZ65WAT29135;2.8;OO09;IZ65WAT29135;MR
WAX2060047;21/7/2020 18:26;AO00;DV04FQL29609;3.1;AO00;DV04FQL29609;AO
IML9841565;21/7/2020 19:23;AO08;RR73DWB65452;2.8;AO08;RR73DWB65452;AO
JSP3441953;21/7/2020 19:26;KO09;IX01MVL33676;2.5;KO09;IX01MVL33676;KO
GMD1006983;21/7/2020 20:00;MR02;BI87HYL81972;1.0;MR02;BI87HYL81972;MR
XDA0111456;21/7/2020 20:43;AO03;BM25PHF40639;13.0;AO03;BM25PHF40639;AO
RAF8344977;21/7/2020 21:19;NE00;FY47TUN40300;1.0;NE00;FY47TUN40300;NE
GWA0354491;21/7/2020 21:20;MR07;RR98KQE80731;1.25;MR07;RR98KQE80731;MR
FRQ4584424;21/7/2020 21:51;GF00;EN26OAB52983;1.25;GF00;EN26OAB52983;GF
BEN2643016;21/7/2020 23:05;AO10;DP11ENT03275;3.1;AO10;DP11ENT03275;AO
NTQ9302829;21/7/2020 23:19;OO11;EE22TMX10817;2.0;OO11;EE22TMX10817;OO
NZH2022853;21/7/2020 23:31;NE04;QP02SYE47964;2.8;NE04;QP02SYE47964;NE
DRD8672454;22/7/2020 1:03;KO05;WY00MLL63827;1.0;KO05;WY00MLL63827;KO
LFQ1116162;22/7/2020 1:19;AO12;DP11ENT03275;3.1;AO12;DP11ENT03275;AO
JHL2389817;22/7/2020 1:26;NE10;MA30QLI76818;2.2;NE10;MA30QLI76818;GF
QHL2894500;22/7/2020 1:37;KO03;YH66OKD41942;2.8;KO03;YH66OKD41942;KO
EUE3305234;22/7/2020 1:39;AO12;YX66XYW62640;2.8;AO12;YX66XYW62640;GF
HTW0066581;22/7/2020 2:58;GF00;CP56DAO45598;2.8;GF00;CP56DAO45598;GF
TNL0034597;22/7/2020 2:58;OO02;EM54HQI58682;2.8;OO02;EM54HQI58682;OO
DTW1644379;22/7/2020 4:15;AO15;MX39VOS38645;2.8;AO15;MX39VOS38645;AO
BUE0016045;22/7/2020 4:23;MR08;QO68DIC93032;2.5;MR08;QO68DIC93032;MR
BFS7572746;22/7/2020 4:53;NE02;FY47TUN40300;1.0;NE02;FY47TUN40300;NE
GFA8507083;22/7/2020 4:59;EG10;EC02LZC49528;2.8;EG10;EC02LZC49528;EG
BID3032324;22/7/2020 5:34;MR05;DV04FQL29609;2.0;MR05;DV04FQL29609;AO
DUQ8477587;22/7/2020 6:14;NE15;HA82SCK64299;1.0;NE15;HA82SCK64299;MR
BHK8538661;22/7/2020 6:58;AO10;ZY93PCY41868;2.8;AO10;ZY93PCY41868;KO
HGT0634993;22/7/2020 9:02;AO09;YL27IFD65117;2.0;AO09;YL27IFD65117;AO
VZD5333669;22/7/2020 10:57;KO04;IX01MVL33676;2.5;KO04;IX01MVL33676;KO
KNQ4622278;22/7/2020 11:09;NE06;FY47TUN40300;1.0;NE06;FY47TUN40300;NE
MVN6601815;22/7/2020 12:16;MR02;RR98KQE80731;1.25;MR02;RR98KQE80731;MR
IDP0180242;22/7/2020 12:59;NE15;MP14WFM40909;3.1;NE15;MP14WFM40909;GF
HHP7164415;22/7/2020 13:01;EG04;RV87TIY76692;2.8;EG04;RV87TIY76692;KO
IFU2477852;22/7/2020 15:43;EG00;QU94IGC75528;1.25;EG00;QU94IGC75528;EG
ALS6856177;22/7/2020 16:16;EG06;TV81MAQ99005;2.8;EG06;TV81MAQ99005;EG
MXA6781461;22/7/2020 17:02;EG04;CK97FAU13897;2.8;EG04;CK97FAU13897;GF
DHU3483900;22/7/2020 17:33;KO03;RV87TIY76692;2.5;KO03;RV87TIY76692;KO
LTY5819638;22/7/2020 18:47;KO04;ED51EWW52190;2.8;KO04;ED51EWW52190;KO
OTO4929531;22/7/2020 19:30;MR03;BI87HYL81972;1.0;MR03;BI87HYL81972;MR
EFD5636598;22/7/2020 20:33;KO04;DO24BCW15511;1.25;KO04;DO24BCW15511;KO
FBC7238515;22/7/2020 21:27;KO09;FL13UMN92207;1.0;KO09;FL13UMN92207;KO
YDA0290941;22/7/2020 23:09;AO02;RR73DWB65452;2.8;AO02;RR73DWB65452;AO
SRM4505132;22/7/2020 23:26;AO15;DP11ENT03275;3.1;AO15;DP11ENT03275;AO
GQH4000938;23/7/2020 0:11;NE09;NO82BAX82566;2.0;NE09;NO82BAX82566;NE
KMG0691124;23/7/2020 0:53;MR03;EZ65FLV39493;2.8;MR03;EZ65FLV39493;MR
ZOE3674020;23/7/2020 1:03;OO01;RK48BOP88344;2.8;OO01;RK48BOP88344;OO
EAD4049465;23/7/2020 1:19;GF00;EN26OAB52983;1.25;GF00;EN26OAB52983;GF
VXL9725860;23/7/2020 2:27;NE13;CK97FAU13897;2.8;NE13;CK97FAU13897;GF
QID6131792;23/7/2020 2:29;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
ELE2420192;23/7/2020 2:47;KO07;TE24LCO18661;1.25;KO07;TE24LCO18661;EG
EXN3893083;23/7/2020 3:35;GF00;IO09FGE68100;2.8;GF00;IO09FGE68100;GF
MKQ7005737;23/7/2020 4:06;OO04;HE38BQH01623;1.5;OO04;HE38BQH01623;MR
WUM8392579;23/7/2020 5:14;OO13;XV40HUQ04740;1.0;OO13;XV40HUQ04740;OO
HFJ4178572;23/7/2020 5:16;NE13;KW50MJG67260;3.1;NE13;KW50MJG67260;GF
VNS5286022;23/7/2020 5:34;MR08;UA13YTK28483;2.8;MR08;UA13YTK28483;MR
RNT9966684;23/7/2020 7:14;NE02;PM58XHX45588;1.5;NE02;PM58XHX45588;NE
YWN0811013;23/7/2020 7:45;EG11;MU06LHX94338;1.5;EG11;MU06LHX94338;EG
SII8260239;23/7/2020 8:01;NE09;EV77EDV52985;1.0;NE09;EV77EDV52985;NE
PJL8992390;23/7/2020 8:30;KO08;HW75BKT77773;2.2;KO08;HW75BKT77773;KO
ERH1942754;23/7/2020 8:58;OO09;LC72NRN52084;3.1;OO09;LC72NRN52084;OO
UBB7972478;23/7/2020 9:36;NE02;EV77EDV52985;1.0;NE02;EV77EDV52985;NE
OFE8953899;23/7/2020 9:53;EG08;OC94ASJ72024;2.2;EG08;OC94ASJ72024;AO
WXD8427650;23/7/2020 10:52;EG04;IN99SEN20660;2.8;EG04;IN99SEN20660;EG
PCZ7830295;23/7/2020 11:06;OO11;QR03XCJ37459;2.8;OO11;QR03XCJ37459;OO
UVA3574343;23/7/2020 12:02;OO12;AT19HLV57173;2.8;OO12;AT19HLV57173;OO
BTL3392915;23/7/2020 13:55;AO14;CR31GMR97972;2.8;AO14;CR31GMR97972;EG
ZNT9257974;23/7/2020 14:30;GF00;QN12NTR81378;2.8;GF00;QN12NTR81378;GF
ZMT6919142;23/7/2020 15:24;AO18;BK77KNV91142;2.8;AO18;BK77KNV91142;OO
FFX0273643;23/7/2020 15:45;OO02;BK77KNV91142;2.8;OO02;BK77KNV91142;OO
APT1411560;23/7/2020 16:31;MR07;BI87HYL81972;1.0;MR07;BI87HYL81972;MR
DUL4656867;23/7/2020 17:17;OO01;VJ92OYV94295;2.5;OO01;VJ92OYV94295;OO
IPC6149082;23/7/2020 17:51;AO00;MX39VOS38645;2.8;AO00;MX39VOS38645;AO
BEU3180710;23/7/2020 19:56;OO08;AT19HLV57173;2.8;OO08;AT19HLV57173;OO
SOO6108447;23/7/2020 21:28;KO03;KB55KTM48860;2.5;KO03;KB55KTM48860;KO
HIQ1303969;23/7/2020 22:33;KO04;CK97FAU13897;1.25;KO04;CK97FAU13897;GF
WCV0881500;23/7/2020 22:40;AO02;YL27IFD65117;2.0;AO02;YL27IFD65117;AO
HHC3501028;23/7/2020 22:46;NE09;OY94SZK34436;2.5;NE09;OY94SZK34436;NE
HMD1524974;24/7/2020 0:47;KO00;JO50FSF60755;2.2;KO00;JO50FSF60755;KO
NSK5621903;24/7/2020 3:47;AO19;PE73VJU23485;2.8;AO19;PE73VJU23485;AO
XJD2244856;24/7/2020 4:39;GF00;QN12NTR81378;2.8;GF00;QN12NTR81378;GF
DTE4541063;24/7/2020 4:48;KO00;RV87TIY76692;2.5;KO00;RV87TIY76692;KO
AAH5445267;24/7/2020 5:54;KO03;RK48BOP88344;2.5;KO03;RK48BOP88344;OO
UPZ3891886;24/7/2020 6:24;MR05;EG95RTB75032;2.8;MR05;EG95RTB75032;NE
IMV8657736;24/7/2020 7:44;MR00;QN23UHH39091;2.8;MR00;QN23UHH39091;MR
NMU7393408;24/7/2020 8:14;EG10;QU94IGC75528;1.25;EG10;QU94IGC75528;EG
MUH5408528;24/7/2020 8:28;OO07;JF94VYA88954;2.8;OO07;JF94VYA88954;OO
XJD9270319;24/7/2020 8:58;AO16;PE73VJU23485;2.8;AO16;PE73VJU23485;AO
TZM0024043;24/7/2020 9:14;EG03;CM15YCB60994;2.0;EG03;CM15YCB60994;EG
ZIS5443923;24/7/2020 10:01;EG12;CM15YCB60994;2.0;EG12;CM15YCB60994;EG
FYS8272617;24/7/2020 11:41;AO03;UP28MBM38391;2.8;AO03;UP28MBM38391;NE
XMD6049499;24/7/2020 13:43;KO07;WY00MLL63827;1.0;KO07;WY00MLL63827;KO
FMT1730730;24/7/2020 14:08;NE14;PM58XHX45588;1.5;NE14;PM58XHX45588;NE
QYZ1430992;24/7/2020 14:51;KO05;ED51EWW52190;2.8;KO05;ED51EWW52190;KO
WGI9552444;24/7/2020 15:18;AO02;LG64ARC91224;13.0;AO02;LG64ARC91224;AO
TGO8434881;24/7/2020 15:35;AO13;HT62RDI04611;2.8;AO13;HT62RDI04611;AO
RJR6640951;24/7/2020 16:08;NE15;EV77EDV52985;1.0;NE15;EV77EDV52985;NE
GUN4438012;24/7/2020 17:18;MR05;IZ65WAT29135;2.0;MR05;IZ65WAT29135;MR
JNA9600721;24/7/2020 17:31;AO18;RR73DWB65452;2.8;AO18;RR73DWB65452;AO
STW8097882;24/7/2020 17:52;NE10;XV91YMP27722;2.5;NE10;XV91YMP27722;MR
LCT2190636;24/7/2020 17:57;OO11;JF94VYA88954;2.8;OO11;JF94VYA88954;OO
MKE6466305;24/7/2020 19:25;NE07;JV67MTI17124;2.5;NE07;JV67MTI17124;NE
BQQ5151734;24/7/2020 20:23;AO01;MX39VOS38645;2.8;AO01;MX39VOS38645;AO
MWF8661881;24/7/2020 20:38;KO08;ED51EWW52190;2.8;KO08;ED51EWW52190;KO
UQB3172036;24/7/2020 20:39;AO00;DP11ENT03275;3.1;AO00;DP11ENT03275;AO
TUB4560992;24/7/2020 21:15;KO08;ZY93PCY41868;1.5;KO08;ZY93PCY41868;KO
KBR3467386;24/7/2020 21:54;OO02;LC72NRN52084;3.1;OO02;LC72NRN52084;OO
HDJ6503136;24/7/2020 22:03;KO02;CK97FAU13897;1.5;KO02;CK97FAU13897;GF
NEP9335397;24/7/2020 22:07;AO18;BM25PHF40639;13.0;AO18;BM25PHF40639;AO
EHB8156148;24/7/2020 23:58;EG09;MU06LHX94338;1.5;EG09;MU06LHX94338;EG
MVW5339210;25/7/2020 0:51;GF00;QN12NTR81378;2.8;GF00;QN12NTR81378;GF
JRP9202473;25/7/2020 1:21;MR05;AT19HLV57173;2.2;MR05;AT19HLV57173;OO
VMG9059556;25/7/2020 1:46;KO05;KB55KTM48860;2.5;KO05;KB55KTM48860;KO
NAJ7433792;25/7/2020 2:08;NE01;VX68BAR38623;1.5;NE01;VX68BAR38623;NE
WTN0449167;25/7/2020 2:52;EG10;IN99SEN20660;2.8;EG10;IN99SEN20660;EG
ONJ9696939;25/7/2020 5:12;OO01;CM15YCB60994;1.25;OO01;CM15YCB60994;EG
NLB6750029;25/7/2020 5:41;KO08;FL13UMN92207;1.0;KO08;FL13UMN92207;KO
TZE1420336;25/7/2020 6:22;EG12;XE59BZM26378;2.5;EG12;XE59BZM26378;EG
XMQ1948881;25/7/2020 6:54;KO02;QO77TFN61853;2.2;KO02;QO77TFN61853;KO
RFJ0904825;25/7/2020 7:11;EG00;TE24LCO18661;1.25;EG00;TE24LCO18661;EG
ULX8339435;25/7/2020 7:33;KO05;ZY93PCY41868;1.5;KO05;ZY93PCY41868;KO
CBD1452065;25/7/2020 7:39;KO04;KB55KTM48860;2.5;KO04;KB55KTM48860;KO
YHQ2245022;25/7/2020 7:57;AO04;MX39VOS38645;2.8;AO04;MX39VOS38645;AO
SNQ8960843;25/7/2020 9:06;NE05;MA30QLI76818;2.5;NE05;MA30QLI76818;GF
MMR5576889;25/7/2020 9:08;OO13;RK48BOP88344;2.8;OO13;RK48BOP88344;OO
DGG4107853;25/7/2020 9:42;AO14;BZ76ROL87339;2.8;AO14;BZ76ROL87339;AO
SKR7281271;25/7/2020 9:58;KO04;LG64ARC91224;2.8;KO04;LG64ARC91224;AO
VDF7903234;25/7/2020 10:55;AO07;PD45WOT56494;2.8;AO07;PD45WOT56494;NE
SST6438122;25/7/2020 13:40;AO01;BZ76ROL87339;1.0;AO01;BZ76ROL87339;AO
FDG9553745;25/7/2020 13:45;AO10;FL13UMN92207;2.8;AO10;FL13UMN92207;KO
BAA8962630;25/7/2020 16:08;NE08;JV67MTI17124;2.5;NE08;JV67MTI17124;NE
HLY4072055;25/7/2020 16:23;MR03;EZ65FLV39493;2.8;MR03;EZ65FLV39493;MR
QOO6956070;25/7/2020 16:46;EG05;QU94IGC75528;1.25;EG05;QU94IGC75528;EG
PDT5093236;25/7/2020 17:36;AO04;QN12NTR81378;2.8;AO04;QN12NTR81378;GF
SWO7330411;25/7/2020 18:24;AO05;OC94ASJ72024;1.0;AO05;OC94ASJ72024;AO
LDT6402794;25/7/2020 18:29;KO01;ED51EWW52190;2.8;KO01;ED51EWW52190;KO
OTE0458431;25/7/2020 18:37;KO06;QW79CHL42244;2.8;KO06;QW79CHL42244;KO
IJG7894030;25/7/2020 18:43;EG11;EC02LZC49528;2.8;EG11;EC02LZC49528;EG
ENJ5030718;25/7/2020 23:11;NE09;NZ35XLQ89678;1.5;NE09;NZ35XLQ89678;NE
DJA3366486;25/7/2020 23:37;OO02;WU78BMX13511;2.8;OO02;WU78BMX13511;GF
CCN0779261;26/7/2020 0:00;EG04;IX01MVL33676;1.0;EG04;IX01MVL33676;KO
WBV8626106;26/7/2020 0:27;AO14;YL27IFD65117;2.0;AO14;YL27IFD65117;AO
YHL3788123;26/7/2020 0:37;EG02;JD78PQD35395;1.0;EG02;JD78PQD35395;EG
KOQ1246247;26/7/2020 0:39;OO08;IZ65WAT29135;2.5;OO08;IZ65WAT29135;MR
SIF0354622;26/7/2020 0:52;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
ETA3763606;26/7/2020 1:05;OO04;WY00MLL63827;2.0;OO04;WY00MLL63827;KO
TIZ1745969;26/7/2020 2:42;NE13;FY47TUN40300;1.0;NE13;FY47TUN40300;NE
QAG8835569;26/7/2020 2:59;OO00;LC72NRN52084;3.1;OO00;LC72NRN52084;OO
BIU0727216;26/7/2020 3:02;EG02;EE22TMX10817;2.2;EG02;EE22TMX10817;OO
ZSX9924241;26/7/2020 3:09;OO06;QR03XCJ37459;2.8;OO06;QR03XCJ37459;OO
SAQ5301864;26/7/2020 3:33;KO07;ZY93PCY41868;1.5;KO07;ZY93PCY41868;KO
AZB0505849;26/7/2020 3:55;EG08;IN99SEN20660;2.8;EG08;IN99SEN20660;EG
PUQ6443887;26/7/2020 4:30;OO09;QX75YWC61835;2.5;OO09;QX75YWC61835;OO
VSB2933444;26/7/2020 6:59;AO13;YL27IFD65117;2.0;AO13;YL27IFD65117;AO
RYK3601747;26/7/2020 7:21;KO03;UO75YNW62238;2.2;KO03;UO75YNW62238;KO
NZI8969850;26/7/2020 8:01;AO03;PE73VJU23485;2.8;AO03;PE73VJU23485;AO
DOG8712695;26/7/2020 8:15;EG11;TV81MAQ99005;2.8;EG11;TV81MAQ99005;EG
WAL2997875;26/7/2020 8:55;EG00;IW53OQE31439;2.8;EG00;IW53OQE31439;EG
PAH4005200;26/7/2020 9:08;KO00;IX01MVL33676;2.5;KO00;IX01MVL33676;KO
LRF4232918;26/7/2020 9:23;AO01;RR73DWB65452;2.8;AO01;RR73DWB65452;AO
OWI5633907;26/7/2020 10:13;OO09;VX68BAR38623;2.8;OO09;VX68BAR38623;NE
XMM5493090;26/7/2020 11:06;EG07;BI87HYL81972;2.2;EG07;BI87HYL81972;MR
AMS7758229;26/7/2020 11:45;MR00;QO68DIC93032;2.5;MR00;QO68DIC93032;MR
AML9882797;26/7/2020 12:13;GF00;BY85QGR11636;2.5;GF00;BY85QGR11636;GF
JSL5998357;26/7/2020 12:37;NE10;FY47TUN40300;1.0;NE10;FY47TUN40300;NE
VMY3849813;26/7/2020 13:22;EG12;IX01MVL33676;1.25;EG12;IX01MVL33676;KO
EKC2537285;26/7/2020 14:57;EG10;MU06LHX94338;1.5;EG10;MU06LHX94338;EG
FTG8770869;26/7/2020 15:32;OO08;RK48BOP88344;2.8;OO08;RK48BOP88344;OO
TKS7102654;26/7/2020 15:58;AO18;YL27IFD65117;2.0;AO18;YL27IFD65117;AO
OHW8309294;26/7/2020 17:45;EG12;XE59BZM26378;2.5;EG12;XE59BZM26378;EG
FBN5455546;26/7/2020 18:34;GF00;WU78BMX13511;1.0;GF00;WU78BMX13511;GF
PAJ5310840;26/7/2020 19:16;NE12;EG95RTB75032;2.8;NE12;EG95RTB75032;NE
AKT7890344;26/7/2020 20:00;KO06;QO77TFN61853;2.2;KO06;QO77TFN61853;KO
BQM6134848;26/7/2020 20:30;MR05;TE24LCO18661;2.5;MR05;TE24LCO18661;EG
SNY2469639;26/7/2020 21:42;NE02;HT62RDI04611;2.2;NE02;HT62RDI04611;AO
NBI0120510;26/7/2020 21:51;AO08;RR73DWB65452;2.8;AO08;RR73DWB65452;AO
CJD0528284;26/7/2020 22:07;AO08;HT62RDI04611;2.8;AO08;HT62RDI04611;AO
XTW2390813;26/7/2020 22:14;NE03;PD45WOT56494;2.0;NE03;PD45WOT56494;NE
JEK7240076;26/7/2020 22:39;MR07;QO68DIC93032;2.5;MR07;QO68DIC93032;MR
ILW8446720;26/7/2020 22:40;EG11;TE24LCO18661;1.25;EG11;TE24LCO18661;EG
DFE6557489;26/7/2020 23:23;MR07;SY96JDQ97089;2.5;MR07;SY96JDQ97089;AO
PBZ6371274;26/7/2020 23:57;OO04;QR03XCJ37459;2.8;OO04;QR03XCJ37459;OO
FLM3408520;27/7/2020 1:25;MR02;MQ65WJJ60020;2.8;MR02;MQ65WJJ60020;KO
PCF4198596;27/7/2020 2:57;EG08;TE24LCO18661;1.25;EG08;TE24LCO18661;EG
SYT1992107;27/7/2020 3:48;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
YLW0598219;27/7/2020 5:14;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
IMS3238339;27/7/2020 6:11;MR06;QH15HWX24570;3.1;MR06;QH15HWX24570;MR
KXU8221597;27/7/2020 6:29;NE08;VX68BAR38623;1.5;NE08;VX68BAR38623;NE
RNU0745550;27/7/2020 8:10;KO05;KB55KTM48860;2.5;KO05;KB55KTM48860;KO
OFJ7262490;27/7/2020 8:19;MR07;QO68DIC93032;2.5;MR07;QO68DIC93032;MR
PXN6576485;27/7/2020 8:38;KO05;QO77TFN61853;2.2;KO05;QO77TFN61853;KO
JME2773758;27/7/2020 9:39;KO08;WY00MLL63827;1.0;KO08;WY00MLL63827;KO
HNG8554572;27/7/2020 10:09;NE09;QP02SYE47964;2.8;NE09;QP02SYE47964;NE
AFI9605104;27/7/2020 10:19;OO07;EM54HQI58682;2.8;OO07;EM54HQI58682;OO
DAD7986697;27/7/2020 11:01;KO06;QO77TFN61853;2.2;KO06;QO77TFN61853;KO
VPO7694493;27/7/2020 11:25;MR03;HE38BQH01623;2.8;MR03;HE38BQH01623;MR
KPM0003844;27/7/2020 12:27;KO06;BM25PHF40639;1.0;KO06;BM25PHF40639;AO
SSI6536504;27/7/2020 13:13;NE10;SL09NOT64494;2.5;NE10;SL09NOT64494;GF
NRQ9101489;27/7/2020 13:47;GF00;CK97FAU13897;2.5;GF00;CK97FAU13897;GF
NOJ3254436;27/7/2020 14:43;EG09;XE59BZM26378;2.5;EG09;XE59BZM26378;EG
NWB5926026;27/7/2020 14:44;NE07;UP28MBM38391;1.0;NE07;UP28MBM38391;NE
PEX4873473;27/7/2020 15:00;NE11;PM58XHX45588;1.5;NE11;PM58XHX45588;NE
OQD1951264;27/7/2020 15:07;GF00;MA30QLI76818;2.5;GF00;MA30QLI76818;GF
ZOW9712644;27/7/2020 15:15;KO03;KB55KTM48860;2.5;KO03;KB55KTM48860;KO
TSH0652839;27/7/2020 15:27;AO06;QR03XCJ37459;2.8;AO06;QR03XCJ37459;OO
NUF7769847;27/7/2020 15:27;GF00;LM86GYO69819;2.8;GF00;LM86GYO69819;GF
XBX0299792;27/7/2020 16:58;EG11;MU06LHX94338;1.5;EG11;MU06LHX94338;EG
YFQ9828781;27/7/2020 17:58;AO11;SY96JDQ97089;1.5;AO11;SY96JDQ97089;AO
VAB8114771;27/7/2020 20:02;AO09;DP11ENT03275;3.1;AO09;DP11ENT03275;AO
BPX2140770;27/7/2020 20:42;NE03;LC72NRN52084;2.0;NE03;LC72NRN52084;OO
XSZ0468951;27/7/2020 20:46;GF00;EN26OAB52983;1.25;GF00;EN26OAB52983;GF
PSU8814636;27/7/2020 20:53;AO09;LG64ARC91224;13.0;AO09;LG64ARC91224;AO
GTY2827162;27/7/2020 21:19;NE08;PM58XHX45588;1.5;NE08;PM58XHX45588;NE
GNB0433831;27/7/2020 21:41;EG04;CR31GMR97972;1.5;EG04;CR31GMR97972;EG
YKP5602825;28/7/2020 0:48;GF00;QN12NTR81378;2.8;GF00;QN12NTR81378;GF
EKS0696545;28/7/2020 1:33;KO02;QW79CHL42244;2.8;KO02;QW79CHL42244;KO
PWZ4155900;28/7/2020 2:59;KO06;KB55KTM48860;2.5;KO06;KB55KTM48860;KO
ZII8923941;28/7/2020 4:08;MR04;QO68DIC93032;2.5;MR04;QO68DIC93032;MR
UBX7768313;28/7/2020 4:35;KO05;ZY93PCY41868;1.5;KO05;ZY93PCY41868;KO
ULJ6672442;28/7/2020 7:50;NE07;IA29IQS63679;1.0;NE07;IA29IQS63679;NE
SXN2526918;28/7/2020 9:01;GF00;BY85QGR11636;2.5;GF00;BY85QGR11636;GF
UJP5961829;28/7/2020 9:33;GF00;XF28DGK65250;2.0;GF00;XF28DGK65250;GF
HUM0468940;28/7/2020 12:58;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
YFZ7331020;28/7/2020 13:06;EG02;MU06LHX94338;1.5;EG02;MU06LHX94338;EG
SZB7382877;28/7/2020 13:25;NE06;BI87HYL81972;3.1;NE06;BI87HYL81972;MR
YOQ2101486;28/7/2020 13:31;EG05;TV81MAQ99005;2.8;EG05;TV81MAQ99005;EG
JTT3401562;28/7/2020 14:37;AO16;EN26OAB52983;2.8;AO16;EN26OAB52983;GF
QMX9837057;28/7/2020 16:30;GF00;MA30QLI76818;2.5;GF00;MA30QLI76818;GF
XFF9629407;28/7/2020 17:04;OO06;VL67TFO75321;1.25;OO06;VL67TFO75321;EG
CTL1066179;28/7/2020 17:40;GF00;JE65QJK64802;2.8;GF00;JE65QJK64802;GF
GWP7557171;28/7/2020 17:57;OO13;IC95TLY24827;2.0;OO13;IC95TLY24827;OO
CQN5535312;28/7/2020 18:01;MR06;KF48RSD79865;2.8;MR06;KF48RSD79865;MR
QSL9274342;28/7/2020 19:30;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
MIL2018619;28/7/2020 19:45;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
